"","copy_col","reviewer","title","flat_title","first_release_year","all_release_year","platform","flat_platform","uv_index","uv_title","uv_raw_title","uv_first_release_year","uv_publisher","uv_developer","uv_platform","gb_index","gb_title","gb_raw_title","gb_first_release_year","gb_platform","is_duplicate","is_sampled","target_platform"
"1075","Jungle Strike----1992----Game Boy","Kate","Jungle Strike","jungle strike",1992,"1992----1993----1994----1995","AMI----Amiga----Amiga AGA----CD32----Game Boy----Game Gear----GB----GEN----GG----Mega Drive / Genesis----MS-DOS----PC----PSP----SNES","ami----amiga----amiga aga----cd32----game boy----game gear----gb----gen----gg----mega drive / genesis----ms-dos----pc----psp----snes",31869,"Jungle Strike","Jungle Strike----Jungle Strike (<U+30B8><U+30E3><U+30F3><U+30B0><U+30EB><U+30B9><U+30C8><U+30E9><U+30A4><U+30AF> <U+53D7><U+3051><U+7D99><U+304C><U+308C><U+305F><U+72C2><U+6C17>;<U+C815><U+AE00> <U+C2A4><U+D2B8><U+B77C><U+C774><U+D06C>)",1993,"Black Pearl Software----Electronic Arts----Granite Bay----Gremlin Graphics----Ocean","Electronic Arts----High Score Productions----Hyperial Software Developments----Unexpected Development","Amiga----Amiga AGA----Game Boy----Game Gear----Mega Drive / Genesis----MS-DOS----SNES",20571,"Jungle Strike","Jungle Strike",1992,"AMI----CD32----GB----GEN----GG----PC----PSP----SNES",FALSE,TRUE,"Game Boy"
"1076","Hero's Heart----1992----PC","Sam","Hero's Heart","hero's heart",1992,"1992","MS-DOS----PC","ms-dos----pc",28204,"Hero's Heart","Hero's Heart",1992,"author",NA,"MS-DOS",18143,"Hero's Heart","Hero's Heart",NA,"PC",FALSE,TRUE,"PC"
"1077","Mindwaste!----1992----MS-DOS","Brian","Mindwaste!","mindwaste!",1992,"1992","MS-DOS","ms-dos",39250,"Mindwaste!","Mindwaste! (Think!)",1992,"National Operators",NA,"MS-DOS",NA,NA,NA,NA,NA,FALSE,TRUE,"MS-DOS"
"1078","Auf der Jagd nach dem grünen Punkt----1992----Win3.1","Kameron","Auf der Jagd nach dem grünen Punkt","auf der jagd nach dem grünen punkt",1992,"1992","Win3.1","win3.1",5538,"Auf der Jagd nach dem grünen Punkt","Auf der Jagd nach dem grünen Punkt",1992,"author",NA,"Win3.1",NA,NA,NA,NA,NA,FALSE,TRUE,"Win3.1"
"1079","GFO----1992----MS-DOS","Kate","GFO","gfo",1992,"1992","MS-DOS","ms-dos",25224,"GFO","GFO",1992,"author",NA,"MS-DOS",NA,NA,NA,NA,NA,FALSE,TRUE,"MS-DOS"
"1080","Plan 9 From Outer Space----1992----Atari ST","Sam","Plan 9 From Outer Space","plan 9 from outer space",1992,"1992","AMI----Amiga----AST----Atari ST----MS-DOS----PC","ami----amiga----ast----atari st----ms-dos----pc",46275,"Plan 9 From Outer Space","Plan 9 From Outer Space",1992,"Gremlin Graphics",NA,"Amiga----Atari ST----MS-DOS",29515,"Plan 9 From Outer Space","Plan 9 From Outer Space",1992,"AMI----AST----PC",FALSE,TRUE,"Atari ST"
"1081","Triple Score: 3 Games In One----1992----GEN","Brian","Triple Score: 3 Games In One","triple score: 3 games in 1",1992,"1992","GEN","gen",NA,NA,NA,NA,NA,NA,NA,42640,"Triple Score: 3 Games In One","Triple Score: 3 Games In One",1992,"GEN",FALSE,TRUE,"GEN"
"1082","Super Street Basketball----1992----Game Boy","Kameron","Super Street Basketball","super street basketball",1992,"1992","Game Boy----GB","game boy----gb",59343,"Super Street Basketball","Super Street Basketball (Super Street Basket Ball)",1992,"VAP",NA,"Game Boy",38172,"Super Street Basketball","Super Street Basketball",1992,"GB",FALSE,TRUE,"Game Boy"
"1083","Tower of Druaga----1992----Sharp X1","Kate","Tower of Druaga","tower of druaga",1992,"1992","PCE / TurboGrafx----Sharp X1","pce / turbografx----sharp x1",65249,"Tower of Druaga","Tower of Druaga (Druaga no Tou;<U+30C9><U+30EB><U+30A2><U+30FC><U+30AC><U+306E><U+5854>)",1992,"Namco","Namco","PCE / TurboGrafx----Sharp X1",NA,NA,NA,NA,NA,FALSE,TRUE,"Sharp X1"
"1084","Cool World----1992----PC","Sam","Cool World","cool world",1992,"1992----1993","AMI----Amiga----AST----Atari ST----C64----Game Boy----GB----MS-DOS----NES----PC----SNES","ami----amiga----ast----atari st----c64----game boy----gb----ms-dos----nes----pc----snes",13747,"Cool World","Cool World",1992,"Ocean","Ocean----Twilight----TwiLight Software","Amiga----Atari ST----C64----Game Boy----MS-DOS----NES----SNES",8553,"Cool World","Cool World",1992,"AMI----AST----C64----GB----NES----PC----SNES",FALSE,TRUE,"PC"
"1085","The White Feather Cloak----1992----ZX Spectrum","Brian","The White Feather Cloak","the white feather cloak",1992,"1992","ZX Spectrum","zx spectrum",63851,"The White Feather Cloak","The White Feather Cloak",1992,"Zenobi Software","St. Bride's School","ZX Spectrum",NA,NA,NA,NA,NA,FALSE,TRUE,"ZX Spectrum"
"1086","Amaranth II: Phantasie RPG----1992----PC-9801","Kameron","Amaranth II: Phantasie RPG","amaranth 2: phantasie rpg",1992,"1992","PC-9801","pc-9801",3407,"Amaranth II: Phantasie RPG","Amaranth II - Phantasie RPG (Amaranth 2;<U+30A2><U+30DE><U+30E9><U+30F3><U+30B9>2)",1992,"Fuga System",NA,"PC-9801",NA,NA,NA,NA,NA,FALSE,TRUE,"PC-9801"
"1087","Déjà Vu I and II: The Casebooks of Ace Harding----1992----PC","Kate","Déjà Vu I and II: The Casebooks of Ace Harding","déjà vu 1 and 2: the casebooks of ace harding",1992,"1992","GBC----PC","gbc----pc",NA,NA,NA,NA,NA,NA,NA,10335,"Déjà Vu I and II: The Casebooks of Ace Harding","Déjà Vu I & II: The Casebooks of Ace Harding",1992,"GBC----PC",FALSE,TRUE,"PC"
"1088","Mission: Thunderbolt----1992----Mac","Sam","Mission: Thunderbolt","mission: thunderbolt",1992,"1992","Mac","mac",39651,"Mission: Thunderbolt","Mission: Thunderbolt",1992,"Casady & Greene",NA,"Mac",NA,NA,NA,NA,NA,FALSE,TRUE,"Mac"
"1089","Ultima VII: Forge of Virtue----1992----MS-DOS","Brian","Ultima VII: Forge of Virtue","ultima 7: forge of virtue",1992,"1992","MS-DOS","ms-dos",66593,"Ultima VII: Forge of Virtue","Ultima VII: Forge of Virtue (Ultima 7: Forge of Virtue)",1992,"Origin","Origin","MS-DOS",NA,NA,NA,NA,NA,FALSE,TRUE,"MS-DOS"
"1090","Earth Defender----1992----Supervision","Kameron","Earth Defender","earth defender",1992,"1992----2010","iOS----Supervision","ios----supervision",19683,"Earth Defender","Earth Defender",1992,"Watara","Bon Treasure","iOS----Supervision",NA,NA,NA,NA,NA,FALSE,TRUE,"Supervision"
"1091","The Short Grey----1992----Atari ST","Kate","The Short Grey","the short grey",1992,"1992","Amiga----Atari ST","amiga----atari st",63429,"The Short Grey","The Short Grey",1992,"Accrosoft",NA,"Amiga----Atari ST",NA,NA,NA,NA,NA,FALSE,TRUE,"Atari ST"
"1092","R.C. Pro-Am II----1992----NES","Sam","R.C. Pro-Am II","r.c. pro-am 2",1992,"1992","NES","nes",48979,"R.C. Pro-Am 2","R.C. Pro-Am 2",1992,"Tradewest","Rare","NES",31140,"R.C. Pro-Am II","R.C. Pro-Am II",1992,"NES",FALSE,TRUE,"NES"
"1093","Power Factory----1992----Sega-CD / Mega-CD","Brian","Power Factory","power factory",1992,"1992","Sega-CD / Mega-CD","sega-cd / mega-cd",47212,"Power Factory","Power Factory (Make My Video: C&C Music Factory)",1992,"Sony",NA,"Sega-CD / Mega-CD",NA,NA,NA,NA,NA,FALSE,TRUE,"Sega-CD / Mega-CD"
"1094","Crazy Sue ...Goes On----1992----Amiga","Kameron","Crazy Sue ...Goes On","crazy sue ...goes on",1992,"1992","Amiga","amiga",14316,"Crazy Sue ...Goes On","Crazy Sue ...Goes On (Crazy Sue Goes On;Crazy Sue II)",1992,"Game & Mini Mag","Hironymus Jumpshoe","Amiga",NA,NA,NA,NA,NA,FALSE,TRUE,"Amiga"
"1095","Cameltry----1992----SNES","Kate","Cameltry","cameltry",1992,"1992","SNES","snes",10662,"Cameltry","Cameltry (On the Ball)",1992,"Taito","Taito","SNES",NA,NA,NA,NA,NA,FALSE,TRUE,"SNES"
"1096","UnReal World----1992----Mac","Sam","UnReal World","unreal world",1992,"1992----2013","LIN----Linux/Unix----Mac----MAC----PC","lin----linux/unix----mac----pc",66978,"UnReal World","UnReal World (UrW)",2013,"Enormous Elk","Enormous Elk","Linux/Unix----Mac",43383,"UnReal World","UnReal World",1992,"LIN----MAC----PC",FALSE,TRUE,"Mac"
"1097","Jotto for Windows----1992----Win3.1","Brian","Jotto for Windows","jotto for windows",1992,"1992","Win3.1","win3.1",31667,"Jotto for Windows","Jotto for Windows",1992,"author",NA,"Win3.1",NA,NA,NA,NA,NA,FALSE,TRUE,"Win3.1"
"1098","Komando II----1992----SPEC","Kameron","Komando II","komando 2",1992,"1992","SPEC----ZX Spectrum","spec----zx spectrum",33504,"Komando 2","Komando 2 (polish?)",1992,"Microtech Systems",NA,"ZX Spectrum",21549,"Komando II","Komando II",1992,"SPEC",FALSE,TRUE,"SPEC"
"1099","Janshiro----1992----Game Boy","Kate","Janshiro","janshiro",1992,"1992","Game Boy","game boy",31031,"Janshiro","Janshiro",1992,"Sammy",NA,"Game Boy",NA,NA,NA,NA,NA,FALSE,TRUE,"Game Boy"
"1100","Knights and Kings----1992----Mac","Sam","Knights and Kings","knights and kings",1992,"1992","Mac","mac",33366,"Knights and Kings","Knights & Kings",1992,"Entrex Software","Entrex Software","Mac",NA,NA,NA,NA,NA,FALSE,TRUE,"Mac"
"1101","Plutonium----1992----C64","Brian","Plutonium","plutonium",1992,"1992","C64","c64",46505,"Plutonium","Plutonium",1992,"CP Verlag",NA,"C64",NA,NA,NA,NA,NA,FALSE,TRUE,"C64"
"1102","Kiaidan 00----1992----PCE CD/TG-CD","Kameron","Kiaidan 00","kiaidan 00",1992,"1992","PCE CD/TG-CD","pce cd/tg-cd",32627,"Kiaidan 00","Kiaidan 00",1992,"Telenet Japan","Alfa System","PCE CD/TG-CD",NA,NA,NA,NA,NA,FALSE,TRUE,"PCE CD/TG-CD"
"1103","Hell Fighter----1992----NES","Kate","Hell Fighter","hell fighter",1992,"1992","NES","nes",28046,"Hell Fighter","Hell Fighter",1992,"Sachen","Thin Chen Enterprises","NES",NA,NA,NA,NA,NA,FALSE,TRUE,"NES"
"1104","Rueff-Quest----1992----C64","Sam","Rueff-Quest","rueff-quest",1992,"1992","C64","c64",51449,"Rueff-Quest","Rueff-Quest",1992,"Goal In!-Software",NA,"C64",NA,NA,NA,NA,NA,FALSE,TRUE,"C64"
"1105","Munch: The Game----1992----C64","Brian","Munch: The Game","munch: the game",1992,"1992","C64","c64",40888,"Munch: The Game","Munch: The Game",1992,"CP Verlag",NA,"C64",NA,NA,NA,NA,NA,FALSE,TRUE,"C64"
"1106","Splatterhouse Part 2----1992----Mega Drive / Genesis","Kameron","Splatterhouse Part 2","splatterhouse part 2",1992,"1992","Mega Drive / Genesis","mega drive / genesis",56787,"Splatterhouse Part 2","Splatterhouse Part 2 (Splatterhouse 2)",1992,"Namco","Namco","Mega Drive / Genesis",NA,NA,NA,NA,NA,FALSE,TRUE,"Mega Drive / Genesis"
"1107","Pizza Pop!----1992----NES","Kate","Pizza Pop!","pizza pop!",1992,"1992","NES","nes",NA,NA,NA,NA,NA,NA,NA,29507,"Pizza Pop!","Pizza Pop!",1992,"NES",FALSE,TRUE,"NES"
"1108","Dragon Ball Z III: Ressen Jinzou Ningen----1992----NES","Sam","Dragon Ball Z III: Ressen Jinzou Ningen","dragon ball z 3: ressen jinzou ningen",1992,"1992","NES","nes",NA,NA,NA,NA,NA,NA,NA,11814,"Dragon Ball Z III: Ressen Jinzou Ningen","Dragon Ball Z III: Ressen Jinzou Ningen",1992,"NES",FALSE,TRUE,"NES"
"1109","Sensible Soccer: European Champions----1992----Archimedes","Brian","Sensible Soccer: European Champions","sensible soccer: european champions",1992,"1992----1994","AMI----Archimedes----AST----Game Gear----PC","ami----archimedes----ast----game gear----pc",53124,"Sensible Soccer: European Champions","Sensible Soccer: European Champions",1992,"Sony Imagesoft","Eurocom Entertainment Software----Sensible Software","Archimedes----Game Gear",34029,"Sensible Soccer: European Champions","Sensible Soccer: European Champions",1992,"AMI----AST----PC",FALSE,TRUE,"Archimedes"
"1110","Menacer 6-Game Cartridge----1992----GEN","Kameron","Menacer 6-Game Cartridge","menacer 6-game cartridge",1992,"1992","GEN","gen",NA,NA,NA,NA,NA,NA,NA,24453,"Menacer 6-Game Cartridge","Menacer 6-Game Cartridge",1992,"GEN",FALSE,TRUE,"GEN"
"1111","SD Gundam Gaiden: Knight Gundam Monogatari 3: Densetsu no Kishi Dan----1992----NES","Kate","SD Gundam Gaiden: Knight Gundam Monogatari 3: Densetsu no Kishi Dan","sd gundam gaiden: knight gundam monogatari 3: densetsu no kishi dan",1992,"1992","NES","nes",52630,"SD Gundam Gaiden: Knight Gundam Monogatari 3: Densetsu no Kishi Dan","SD Gundam Gaiden: Knight Gundam Monogatari 3: Densetsu no Kishi Dan (SD<U+30AC><U+30F3><U+30C0><U+30E0><U+5916><U+4F1D> <U+30CA><U+30A4><U+30C8><U+30AC><U+30F3><U+30C0><U+30E0><U+7269><U+8A9E>3 ~<U+4F1D><U+8AAC><U+306E><U+9A0E><U+58EB><U+56E3>~;SD Gundam Knight Story 3)",1992,"Bandai","Tose Software","NES",NA,NA,NA,NA,NA,FALSE,TRUE,"NES"
"1112","Shadowlands----1992----Atari ST","Sam","Shadowlands","shadowlands",1992,"1992","AMI----Amiga----AST----Atari ST----MS-DOS----PC","ami----amiga----ast----atari st----ms-dos----pc",53391,"Shadowlands","Shadowlands",1992,"Domark","Teque","Amiga----Atari ST----MS-DOS",34201,"Shadowlands","Shadowlands",NA,"AMI----AST----PC",FALSE,TRUE,"Atari ST"
"1113","Day Dreamin' Davey----1992----NES","Brian","Day Dreamin' Davey","day dreamin' davey",1992,"1992","NES","nes",16006,"Day Dreamin' Davey","Day Dreamin' Davey (DayDreamin' Davey)",1992,"HAL Laboratory","HAL America","NES",9941,"Day Dreamin' Davey","Day Dreamin' Davey",NA,"NES",FALSE,TRUE,"NES"
"1114","Patuman----1992----Win3.1","Kameron","Patuman","patuman",1992,"1992","Win3.1","win3.1",45149,"Patuman","Patuman",1992,"author",NA,"Win3.1",NA,NA,NA,NA,NA,FALSE,TRUE,"Win3.1"
"1115","Apidya----1992----AMI","Kate","Apidya","apidya",1992,"1992","AMI----Amiga----AST","ami----amiga----ast",4203,"Apidya","Apidya",1992,"Kompart UK","Blue Byte","Amiga",2663,"Apidya","Apidya",1992,"AMI----AST",FALSE,TRUE,"AMI"
"1116","Super Batter Up----1992----SNES","Sam","Super Batter Up","super batter up",1992,"1992","SNES","snes",NA,NA,NA,NA,NA,NA,NA,37686,"Super Batter Up","Super Batter Up",1992,"SNES",FALSE,TRUE,"SNES"
"1117","Wacky Funsters! The Geekwad's Guide to Gaming----1992----MS-DOS","Brian","Wacky Funsters! The Geekwad's Guide to Gaming","wacky funsters! the geekwad's guide to gaming",1992,"1992","MS-DOS----PC","ms-dos----pc",68131,"Wacky Funsters! The Geekwad's Guide to Gaming","Wacky Funsters! The Geekwad's Guide to Gaming",1992,"Tsunami","Tsunami","MS-DOS",44089,"Wacky Funsters! The Geekwad's Guide to Gaming","Wacky Funsters! The Geekwad's Guide to Gaming",1992,"PC",FALSE,TRUE,"MS-DOS"
"1118","America Oudan Ultra Quiz Part 3----1992----Game Boy","Kameron","America Oudan Ultra Quiz Part 3","america oudan ultra quiz part 3",1992,"1992","Game Boy","game boy",3488,"America Oudan Ultra Quiz Part 3","America Oudan Ultra Quiz Part 3",1992,"Tomy",NA,"Game Boy",NA,NA,NA,NA,NA,FALSE,TRUE,"Game Boy"
"1119","1990: 92er Edition----1992----Amiga","Kate","1990: 92er Edition","1990: 92er edition",1992,"1992","Amiga","amiga",637,"1990: 92er Edition","1990 - 92er Edition",1992,"APC & TCP",NA,"Amiga",NA,NA,NA,NA,NA,FALSE,TRUE,"Amiga"
"1120","Inspector Gadget: Mission 1: Global Terror!----1992----PC","Sam","Inspector Gadget: Mission 1: Global Terror!","inspector gadget: mission 1: global terror!",1992,"1992","PC","pc",NA,NA,NA,NA,NA,NA,NA,19555,"Inspector Gadget: Mission 1: Global Terror!","Inspector Gadget: Mission 1 - Global Terror!",1992,"PC",FALSE,TRUE,"PC"
"1121","Solarian----1992----Mac","Brian","Solarian","solarian",1992,"1992","Apple IIGS----Mac","apple iigs----mac",55477,"Solarian","Solarian",1992,"Coloreez",NA,"Apple IIGS----Mac",NA,NA,NA,NA,NA,FALSE,TRUE,"Mac"
"1122","Super Kong----1992----SVIS","Kameron","Super Kong","super kong",1992,"1992","Supervision----SVIS","supervision----svis",58945,"Super Kong","Super Kong",1992,"Hartung----Vini----Watara","Sachen----Thin Chen Enterprise","Supervision",37884,"Super Kong","Super Kong",1992,"SVIS",FALSE,TRUE,"SVIS"
"1123","Links Golf----1992----Amiga","Kate","Links Golf","links golf",1992,"1992","Amiga","amiga",35245,"Links Golf","Links Golf",1992,"Access----U.S. Gold",NA,"Amiga",NA,NA,NA,NA,NA,FALSE,TRUE,"Amiga"
"1124","The Super Aquatic Games Starring The Aquanauts----1993----SNES","Sam","The Super Aquatic Games Starring The Aquanauts","the super aquatic games starring the aquanauts",1993,"1993","SNES","snes",63588,"The Super Aquatic Games Starring The Aquanauts","The Super Aquatic Games Starring The Aquanauts (James Pond's Crazy Sports Starring The Aquabats)",1993,"Sales Curve----Seika","Millennium","SNES",NA,NA,NA,NA,NA,FALSE,TRUE,"SNES"
"1125","T2: Terminator 2: Judgment Day----1993----SMS","Brian","T2: Terminator 2: Judgment Day","t2: terminator 2: judgment day",1993,"1993","Game Gear----Mega Drive / Genesis----SMS","game gear----mega drive / genesis----sms",59964,"T2: Terminator 2: Judgment Day","T2 Terminator 2: Judgment Day (T2: Judgement day;Terminator 2: Judgment Day)----T2: Terminator 2 - Judgment Day",1993,"Acclaim----Acclaim Entertainment----Flying Edge","ARC----Arc Developments----BITS Corporation","Game Gear----Mega Drive / Genesis----SMS",NA,NA,NA,NA,NA,FALSE,TRUE,"SMS"
"1126","Hanayori Dango2----1993----PC-9801","Kameron","Hanayori Dango2","hanayori dango2",1993,"1993","PC-9801","pc-9801",27356,"Hanayori Dango2","Hanayori Dango2 (<U+82B1><U+3088><U+308A><U+30C0><U+30F3><U+30B4>2)",1993,"Active",NA,"PC-9801",NA,NA,NA,NA,NA,FALSE,TRUE,"PC-9801"
"1127","The Prophecy----1993----AMI","Kate","The Prophecy","the prophecy",1993,"1993","AMI----AST----PC","ami----ast----pc",NA,NA,NA,NA,NA,NA,NA,40750,"The Prophecy","The Prophecy",1993,"AMI----AST----PC",FALSE,TRUE,"AMI"
"1128","Desert Dragoon: Sabaku no Ryuukihei----1993----PC-9801","Sam","Desert Dragoon: Sabaku no Ryuukihei","desert dragoon: sabaku no ryuukihei",1993,"1993","PC-9801","pc-9801",16880,"Desert Dragoon: Sabaku no Ryuukihei","Desert Dragoon - Sabaku no Ryuukihei (<U+30C7><U+30B6><U+30FC><U+30C8><U+30C9><U+30E9><U+30B0><U+30FC><U+30F3> ~<U+7802><U+6F20><U+306E><U+7ADC><U+9A0E><U+5175>~)",1993,"JHV","Tenky","PC-9801",NA,NA,NA,NA,NA,FALSE,TRUE,"PC-9801"
"1129","Yu Yu Hakusho----1993----SNES","Brian","Yu Yu Hakusho","yu yu hakusho",1993,"1993----1994","3DO----Game Gear----SNES","3do----game gear----snes",70765,"Yu Yu Hakusho","Yu Yu Hakusho----Yu Yu Hakusho (<U+5E7D><U+2606><U+904A><U+2606><U+767D><U+66F8>)----Yu Yu Hakusho (Yuu Yuu Hakusho)",1993,"Namco----Sega----Tomy","Tomy","3DO----Game Gear----SNES",NA,NA,NA,NA,NA,FALSE,TRUE,"SNES"
"1130","Empire Deluxe for Windows----1993----Win3.1","Kameron","Empire Deluxe for Windows","empire deluxe for windows",1993,"1993","Win3.1","win3.1",20329,"Empire Deluxe for Windows","Empire Deluxe for Windows",1993,"New World Computing","White Wolf Productions","Win3.1",NA,NA,NA,NA,NA,FALSE,TRUE,"Win3.1"
"1131","The Journeyman Project----1993----Mac","Kate","The Journeyman Project","the journeyman project",1993,"1993","Mac----MAC----PC----Win3.1","mac----pc----win3.1",62418,"The Journeyman Project","The Journeyman Project----The Journeyman Project (The Journeyman Project Turbo)",1993,"Presto Studios----Sanctuary Woods","Presto Studios","Mac----Win3.1",40259,"The Journeyman Project","The Journeyman Project",1993,"MAC----PC",FALSE,TRUE,"Mac"
"1132","Prince of Evil----1993----PC","Sam","Prince of Evil","prince of evil",1993,"1993","MS-DOS----PC","ms-dos----pc",47488,"Prince of Evil","Prince of Evil",1993,"Softstar Entertainment",NA,"MS-DOS",30273,"Prince of Evil","Prince of Evil",NA,"PC",FALSE,TRUE,"PC"
"1133","Fire 'n Ice----1993----NES","Brian","Fire 'n Ice","fire 'n ice",1993,"1993","NES","nes",22532,"Fire 'N Ice","Fire 'N Ice (<U+30BD><U+30ED><U+30E2><U+30F3><U+306E><U+9375>2 <U+30AF><U+30FC><U+30EB><U+30DF><U+30F3><U+5CF6><U+6551><U+51FA><U+4F5C><U+6226>;Solomon no Kagi 2: Coolminto Kyushutsu Sakusen;Solomon's Key 2)",1993,"Tecmo","Tecmo","NES",14577,"Fire 'n Ice","Fire 'n Ice",1993,"NES",FALSE,TRUE,"NES"
"1134","Super Godzilla----1993----SNES","Kameron","Super Godzilla","super godzilla",1993,"1993","SNES","snes",58887,"Super Godzilla","Super Godzilla",1993,"Toho","Toho","SNES",37843,"Super Godzilla","Super Godzilla",1993,"SNES",FALSE,TRUE,"SNES"
"1135","The 7th Guest----1993----Mac","Kate","The 7th Guest","the 7th guest",1993,"1993----1997----2011----2013","CD-i----CDI----iOS----IPAD----IPHN----LIN----Linux/Unix----Mac----MAC----MS-DOS----PC----Windows","cd-i----cdi----ios----ipad----iphn----lin----linux/unix----mac----ms-dos----pc----windows",61202,"The 7th Guest","The 7th Guest",1993,"Night Dive Studios----Philips----Trilobyte Software----Virgin----Virgin Games----Virgin Interactive Entertainment Europe","Trilobyte----Trilobyte Software----Virgin Interactive Entertainment Europe","CD-i----iOS----Linux/Unix----Mac----MS-DOS----Windows",39438,"The 7th Guest","The 7th Guest",1993,"CDI----IPAD----IPHN----LIN----MAC----PC",FALSE,TRUE,"Mac"
"1136","Super Keiba----1993----SNES","Sam","Super Keiba","super keiba",1993,"1993","SNES","snes",58938,"Super Keiba","Super Keiba",1993,"I'MAX",NA,"SNES",37880,"Super Keiba","Super Keiba",1993,"SNES",FALSE,TRUE,"SNES"
"1137","Dr. Paolo no Totteoki Video----1993----Mega LD","Brian","Dr. Paolo no Totteoki Video","dr. paolo no totteoki video",1993,"1993","Mega LD","mega ld",18454,"Dr. Paolo no Totteoki Video","Dr. Paolo no Totteoki Video (Dr.<U+30D1><U+30A6><U+30ED><U+306E><U+3068><U+3063><U+3066><U+304A><U+304D><U+30D3><U+30C7><U+30AA>)",1993,"Dry Ice","Dry Ice","Mega LD",NA,NA,NA,NA,NA,FALSE,TRUE,"Mega LD"
"1138","The XVII Olympic Winter Games: Lillehammer 1994----1993----Game Boy","Kameron","The XVII Olympic Winter Games: Lillehammer 1994","the 17 olympic winter games: lillehammer 1994",1993,"1993","Game Boy","game boy",61178,"The XVII Olympic Winter Games: Lillehammer 1994","The XVII Olympic Winter Games - Lillehammer 1994 (Winter Olympic Games - Lillehammer '94)",1993,"U.S. Gold","Unexpected Development","Game Boy",NA,NA,NA,NA,NA,FALSE,TRUE,"Game Boy"
"1139","Poitto!----1993----Arcade","Kate","Poitto!","poitto!",1993,"1993","Arcade","arcade",46719,"Poitto!","Poitto!",1993,"Metro",NA,"Arcade",NA,NA,NA,NA,NA,FALSE,TRUE,"Arcade"
"1140","Operation Logic Bomb----1993----SNES","Sam","Operation Logic Bomb","operation logic bomb",1993,"1993","SNES","snes",43893,"Operation Logic Bomb","Operation Logic Bomb (Operation Logic Bomb: The Ultimate Search & Destroy;Ikari no Yosai;Operation Logic Bomb: Die Ultimative Herausforderung)",1993,"Jaleco","Jaleco","SNES",28039,"Operation Logic Bomb","Operation Logic Bomb",1993,"SNES",FALSE,TRUE,"SNES"
